,,,2021q2,2021q4,2021q3,2022q2,2022q4,2022q3,2021q1,2022q1
ALPHABET INC.,CF,NetCashProvidedByUsedInOperatingActivities,19289000000.0,66718000000.0,41179000000.0,25106000000.0,67881000000.0,44528000000.0,65124000000.0,91652000000.0
ALPHABET INC.,CF,PaymentsForProceedsFromOtherInvestingActivities,-30000000.0,-441000000.0,-53000000.0,-355000000.0,-1367000000.0,-576000000.0,-68000000.0,-541000000.0
ALPHABET INC.,CF,IncreaseDecreaseInAccountsPayable,-982000000.0,-874000000.0,-1112000000.0,-2373000000.0,735000000.0,-1172000000.0,694000000.0,283000000.0
ALPHABET INC.,CF,AmortizationAndImpairmentOfIntangibleAssets,228000000.0,662000000.0,443000000.0,191000000.0,505000000.0,392000000.0,792000000.0,886000000.0
ALPHABET INC.,CF,RepaymentsOfDebtAndCapitalLeaseObligations,937000000.0,15070000000.0,8678000000.0,16420000000.0,45350000000.0,29582000000.0,2100000000.0,21435000000.0
ALPHABET INC.,CF,ProceedsFromMinorityShareholders,10000000.0,310000000.0,310000000.0,0.0,10000000.0,0.0,2800000000.0,310000000.0
ALPHABET INC.,CF,ShareBasedCompensation,3745000000.0,11422000000.0,7548000000.0,4504000000.0,14262000000.0,9286000000.0,12991000000.0,15376000000.0
ALPHABET INC.,CF,IncreaseDecreaseInOtherOperatingAssets,-7000000.0,1447000000.0,192000000.0,776000000.0,4268000000.0,1621000000.0,1330000000.0,1846000000.0
ALPHABET INC.,CF,NetIncomeLoss,17930000000.0,18936000000.0,18525000000.0,16436000000.0,46348000000.0,16002000000.0,40269000000.0,76033000000.0
ALPHABET INC.,CF,PaymentsForRepurchaseOfCommonStock,11395000000.0,36801000000.0,24191000000.0,13300000000.0,43889000000.0,28497000000.0,31149000000.0,50274000000.0
ALPHABET INC.,CF,AcquisitionsNetOfCashAcquiredAndPurchasesOfIntangibleAndOtherAssets,1666000000.0,2233000000.0,1974000000.0,173000000.0,6885000000.0,1236000000.0,738000000.0,2618000000.0
ALPHABET INC.,CF,PaymentsToAcquirePropertyPlantAndEquipment,5942000000.0,18257000000.0,11438000000.0,9786000000.0,23890000000.0,16614000000.0,22281000000.0,24640000000.0
ALPHABET INC.,CF,DebtAndEquitySecuritiesGainLoss,4751000000.0,9792000000.0,7634000000.0,-1437000000.0,-3856000000.0,-2478000000.0,6317000000.0,12270000000.0
ALPHABET INC.,CF,NetCashProvidedByUsedInFinancingActivities,-13606000000.0,-44851000000.0,-29597000000.0,-16214000000.0,-52128000000.0,-34031000000.0,-24408000000.0,-61362000000.0
ALPHABET INC.,CF,NetCashProvidedByUsedInInvestingActivities,-5383000000.0,-24507000000.0,-14457000000.0,-9051000000.0,-14071000000.0,-13238000000.0,-32773000000.0,-35523000000.0
ALPHABET INC.,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,157000000.0,-2746000000.0,-2835000000.0,-59000000.0,1039000000.0,-3009000000.0,7967000000.0,-5520000000.0
ALPHABET INC.,CF,ProceedsFromSaleAndMaturityOfOtherInvestments,19000000.0,590000000.0,256000000.0,12000000.0,131000000.0,125000000.0,1023000000.0,934000000.0
ALPHABET INC.,CF,ProceedsFromSaleAndMaturityOfMarketableSecurities,39248000000.0,92126000000.0,60667000000.0,29779000000.0,84087000000.0,55374000000.0,132906000000.0,128294000000.0
ALPHABET INC.,CF,PaymentsToAcquireOtherInvestments,646000000.0,2068000000.0,1412000000.0,776000000.0,1628000000.0,1264000000.0,7175000000.0,2838000000.0
ALPHABET INC.,IS,GeneralAndAdministrativeExpense,2773000000.0,3256000000.0,3341000000.0,3374000000.0,3597000000.0,3657000000.0,11052000000.0,13510000000.0
ALPHABET INC.,IS,IncomeTaxExpenseBenefit,3353000000.0,10941000000.0,3460000000.0,2498000000.0,2323000000.0,3012000000.0,7813000000.0,14701000000.0
ALPHABET INC.,IS,ResearchAndDevelopmentExpense,7485000000.0,7694000000.0,7675000000.0,9119000000.0,10273000000.0,9841000000.0,27573000000.0,31562000000.0
ALPHABET INC.,IS,SellingAndMarketingExpense,4516000000.0,5516000000.0,5276000000.0,5825000000.0,6929000000.0,6630000000.0,17946000000.0,22912000000.0
ALPHABET INC.,IS,NonoperatingIncomeExpense,4846000000.0,9503000000.0,2624000000.0,-1160000000.0,-2501000000.0,-439000000.0,6858000000.0,12020000000.0
ALPHABET INC.,IS,EarningsPerShareDiluted,26.29,27.99,27.26,24.62,1.06,1.21,58.61,112.2
ALPHABET INC.,IS,CostsAndExpenses,38877000000.0,44087000000.0,42519000000.0,47917000000.0,51957000000.0,50232000000.0,141303000000.0,178923000000.0
ALPHABET INC.,IS,CostOfRevenue,24103000000.0,27621000000.0,26227000000.0,29599000000.0,31158000000.0,30104000000.0,84732000000.0,110939000000.0
ALPHABET INC.,IS,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,21283000000.0,,21985000000.0,,,,48082000000.0,
ALPHABET INC.,IS,NetIncomeLoss,17930000000.0,18936000000.0,18525000000.0,16436000000.0,46348000000.0,16002000000.0,40269000000.0,76033000000.0
ALPHABET INC.,IS,EarningsPerShareBasic,26.63,28.44,27.69,24.9,1.07,1.22,59.15,113.88
ALPHABET INC.,IS,OperatingIncomeLoss,16437000000.0,56829000000.0,19361000000.0,20094000000.0,56682000000.0,19453000000.0,41224000000.0,78714000000.0
ALPHABET INC.,IS,RevenueFromContractWithCustomerExcludingAssessedTax,55314000000.0,182312000000.0,117194000000.0,68011000000.0,69092000000.0,69685000000.0,,
ALPHABET INC.,CI,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-423000000.0,-614000000.0,366000000.0,39000000.0,-2175000000.0,-1665000000.0,1139000000.0,-1442000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,264000000.0,232000000.0,-46000000.0,-135000000.0,589000000.0,579000000.0,-74000000.0,562000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,-135000000.0,-63000000.0,-37000000.0,-633000000.0,-409000000.0,-227000000.0,230000000.0,-394000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax,50000000.0,54000000.0,-15000000.0,-44000000.0,159000000.0,113000000.0,-11000000.0,122000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,179000000.0,292000000.0,-42000000.0,114000000.0,1136000000.0,915000000.0,42000000.0,716000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,-85000000.0,60000000.0,4000000.0,249000000.0,547000000.0,336000000.0,116000000.0,154000000.0
ALPHABET INC.,CI,NetIncomeLoss,17930000000.0,18936000000.0,18525000000.0,16436000000.0,46348000000.0,16002000000.0,40269000000.0,76033000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-477000000.0,-216000000.0,-127000000.0,-2330000000.0,-1438000000.0,-693000000.0,800000000.0,-1376000000.0
ALPHABET INC.,CI,ComprehensiveIncomeNetOfTax,17294000000.0,18338000000.0,18718000000.0,14010000000.0,10886000000.0,14223000000.0,42134000000.0,73777000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,-11000000.0,57000000.0,75000000.0,-148000000.0,-362000000.0,-233000000.0,513000000.0,64000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-488000000.0,-159000000.0,-52000000.0,-2478000000.0,-1800000000.0,-926000000.0,1313000000.0,-1312000000.0
ALPHABET INC.,CI,OtherComprehensiveIncomeLossNetOfTax,-636000000.0,-598000000.0,-443000000.0,-2426000000.0,-3024000000.0,-1779000000.0,1865000000.0,-2256000000.0
AMAZON COM INC,CP,EntityCommonStockSharesOutstanding,504323736.0,507147620.0,506440520.0,508720481.0,10201654176.0,10187554818.0,503564743.0,508844410.0
AMAZON COM INC,BS,LeaseLiabilityNoncurrent,53067000000.0,63848000000.0,56297000000.0,65731000000.0,69332000000.0,66524000000.0,52573000000.0,67651000000.0
AMAZON COM INC,BS,LiabilitiesCurrent,115404000000.0,123994000000.0,117792000000.0,139508000000.0,140363000000.0,140291000000.0,126385000000.0,142266000000.0
AMAZON COM INC,BS,PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,121461000000.0,147152000000.0,133502000000.0,168468000000.0,177195000000.0,173706000000.0,113114000000.0,160281000000.0
AMAZON COM INC,BS,PreferredStockSharesIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMAZON COM INC,BS,CommonStockSharesIssued,528000000.0,530000000.0,530000000.0,533000000.0,10714000000.0,10699000000.0,527000000.0,532000000.0
AMAZON COM INC,BS,CommitmentsAndContingencies,,,,,,,,
AMAZON COM INC,BS,CommonStockValue,5000000.0,5000000.0,5000000.0,5000000.0,107000000.0,107000000.0,5000000.0,5000000.0
AMAZON COM INC,BS,Goodwill,15220000000.0,15345000000.0,15350000000.0,20229000000.0,20168000000.0,20195000000.0,15017000000.0,15371000000.0
AMAZON COM INC,BS,PreferredStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
AMAZON COM INC,BS,AccruedLiabilitiesCurrent,40939000000.0,41546000000.0,41007000000.0,58141000000.0,59974000000.0,56254000000.0,44138000000.0,51775000000.0
AMAZON COM INC,BS,StockholdersEquity,103320000000.0,120564000000.0,114803000000.0,134001000000.0,137489000000.0,131402000000.0,93404000000.0,138245000000.0
AMAZON COM INC,BS,LiabilitiesAndStockholdersEquity,323077000000.0,382406000000.0,360319000000.0,410767000000.0,428362000000.0,419728000000.0,321195000000.0,420549000000.0
AMAZON COM INC,BS,PreferredStockSharesAuthorized,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0,500000000.0
AMAZON COM INC,BS,CashAndCashEquivalentsAtCarryingValue,33834000000.0,29944000000.0,40380000000.0,36393000000.0,34947000000.0,37478000000.0,42122000000.0,36220000000.0
AMAZON COM INC,BS,OtherLiabilitiesNoncurrent,19418000000.0,23945000000.0,21148000000.0,23971000000.0,22259000000.0,23458000000.0,17017000000.0,23643000000.0
AMAZON COM INC,BS,TreasuryStockValue,1837000000.0,1837000000.0,1837000000.0,4503000000.0,,7837000000.0,1837000000.0,1837000000.0
AMAZON COM INC,BS,PreferredStockSharesOutstanding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMAZON COM INC,BS,PreferredStockValue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMAZON COM INC,BS,AssetsCurrent,121408000000.0,138531000000.0,140848000000.0,133876000000.0,131463000000.0,133667000000.0,132733000000.0,161580000000.0
AMAZON COM INC,BS,ContractWithCustomerLiabilityCurrent,10539000000.0,10974000000.0,10695000000.0,12820000000.0,12629000000.0,12818000000.0,9708000000.0,11827000000.0
AMAZON COM INC,BS,AdditionalPaidInCapital,45160000000.0,51879000000.0,48724000000.0,58793000000.0,69419000000.0,63871000000.0,42865000000.0,55538000000.0
AMAZON COM INC,BS,AccountsPayableCurrent,63926000000.0,71474000000.0,66090000000.0,68547000000.0,67760000000.0,71219000000.0,72539000000.0,78664000000.0
AMAZON COM INC,BS,InventoryNet,23849000000.0,30933000000.0,24119000000.0,34987000000.0,36647000000.0,38153000000.0,23795000000.0,32640000000.0
AMAZON COM INC,BS,LongTermDebtNoncurrent,31868000000.0,50055000000.0,50279000000.0,47556000000.0,58919000000.0,58053000000.0,31816000000.0,48744000000.0
AMAZON COM INC,BS,Assets,323077000000.0,382406000000.0,360319000000.0,410767000000.0,428362000000.0,419728000000.0,321195000000.0,420549000000.0
AMAZON COM INC,BS,CommonStockSharesOutstanding,504000000.0,507000000.0,506000000.0,509000000.0,10198000000.0,10183000000.0,503000000.0,509000000.0
AMAZON COM INC,BS,AccumulatedOtherComprehensiveIncomeLossNetOfTax,-666000000.0,-1075000000.0,-525000000.0,-2365000000.0,-7115000000.0,-4782000000.0,-180000000.0,-1376000000.0
AMAZON COM INC,BS,MarketableSecuritiesCurrent,39436000000.0,49044000000.0,49514000000.0,29992000000.0,23715000000.0,23232000000.0,42274000000.0,59829000000.0
AMAZON COM INC,BS,CommonStockParOrStatedValuePerShare,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
AMAZON COM INC,BS,OtherAssetsNoncurrent,25660000000.0,29227000000.0,27273000000.0,32033000000.0,37503000000.0,33730000000.0,22778000000.0,27235000000.0
AMAZON COM INC,BS,RetainedEarningsAccumulatedDeficit,60658000000.0,71592000000.0,68436000000.0,82071000000.0,82915000000.0,80043000000.0,52551000000.0,85915000000.0
AMAZON COM INC,BS,AccountsReceivableNetCurrent,24289000000.0,28610000000.0,26835000000.0,32504000000.0,36154000000.0,34804000000.0,24542000000.0,32891000000.0
AMAZON COM INC,BS,CommonStockSharesAuthorized,5000000000.0,5000000000.0,5000000000.0,5000000000.0,100000000000.0,100000000000.0,5000000000.0,5000000000.0
AMAZON COM INC,BS,OperatingLeaseRightOfUseAsset,39328000000.0,52151000000.0,43346000000.0,56161000000.0,62033000000.0,58430000000.0,37553000000.0,56082000000.0
AMAZON COM INC,CF,OtherNoncashIncomeExpense,1456000000.0,-340000000.0,1258000000.0,-8689000000.0,1272000000.0,-6104000000.0,2582000000.0,14306000000.0
AMAZON COM INC,CF,FinanceLeasePrincipalPayments,3406000000.0,2693000000.0,2804000000.0,2777000000.0,1465000000.0,2059000000.0,10642000000.0,11163000000.0
AMAZON COM INC,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,34155000000.0,30177000000.0,40667000000.0,36599000000.0,35178000000.0,37700000000.0,42377000000.0,36477000000.0
AMAZON COM INC,CF,IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,2255000000.0,4890000000.0,4462000000.0,1516000000.0,4794000000.0,6799000000.0,8169000000.0,18163000000.0
AMAZON COM INC,CF,PaymentsToAcquireMarketableSecurities,14675000000.0,15231000000.0,21985000000.0,1764000000.0,239000000.0,329000000.0,72479000000.0,60157000000.0
AMAZON COM INC,CF,IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-4060000000.0,-1465000000.0,-1685000000.0,-5903000000.0,-20000000.0,-1412000000.0,5754000000.0,2123000000.0
AMAZON COM INC,CF,EffectOfExchangeRateOnCashAndCashEquivalents,-293000000.0,-199000000.0,234000000.0,,,,618000000.0,-364000000.0
AMAZON COM INC,CF,DepreciationDepletionAndAmortization,7508000000.0,8948000000.0,8038000000.0,8978000000.0,10204000000.0,37322000000.0,25251000000.0,34296000000.0
AMAZON COM INC,CF,PaymentsToAcquireBusinessesNetOfCashAcquired,630000000.0,654000000.0,320000000.0,6341000000.0,885000000.0,259000000.0,,
AMAZON COM INC,CF,ProceedsFromRebatesOnPurchasesOfProductiveAssets,895000000.0,,,,,,5096000000.0,
AMAZON COM INC,CF,RepaymentsOfShortTermDebt,2001000000.0,1917000000.0,1176000000.0,6231000000.0,7916000000.0,7610000000.0,,
AMAZON COM INC,CF,IncreaseDecreaseInContractWithCustomerLiability,900000000.0,338000000.0,156000000.0,1336000000.0,54000000.0,321000000.0,1265000000.0,2314000000.0
AMAZON COM INC,CF,NetCashProvidedByUsedInOperatingActivities,4213000000.0,7313000000.0,12715000000.0,-2790000000.0,11404000000.0,8965000000.0,66064000000.0,46327000000.0
AMAZON COM INC,CF,IncreaseDecreaseInAccountsPayable,-8266000000.0,3832000000.0,47000000.0,-9380000000.0,-1226000000.0,3699000000.0,17480000000.0,3602000000.0
AMAZON COM INC,CF,ProceedsFromShortTermDebt,1926000000.0,2187000000.0,1176000000.0,13743000000.0,12338000000.0,4865000000.0,,
AMAZON COM INC,CF,DeferredIncomeTaxExpenseBenefit,1703000000.0,909000000.0,701000000.0,-2001000000.0,-825000000.0,-1955000000.0,-554000000.0,-310000000.0
AMAZON COM INC,CF,ShareBasedCompensation,2306000000.0,3180000000.0,3591000000.0,3250000000.0,5556000000.0,5209000000.0,9208000000.0,12757000000.0
AMAZON COM INC,CF,NetIncomeLoss,26903000000.0,3156000000.0,15885000000.0,-3844000000.0,2872000000.0,11607000000.0,7222000000.0,33364000000.0
AMAZON COM INC,CF,IncreaseDecreaseInInventories,304000000.0,7059000000.0,209000000.0,2614000000.0,-732000000.0,3890000000.0,2849000000.0,9487000000.0
AMAZON COM INC,CF,ProceedsFromIssuanceOfLongTermDebt,111000000.0,176000000.0,18516000000.0,0.0,107000000.0,12824000000.0,10525000000.0,19003000000.0
AMAZON COM INC,CF,RepaymentsOfLongTermDebt,39000000.0,509000000.0,41000000.0,0.0,0.0,1000000.0,,1590000000.0
AMAZON COM INC,CF,NetCashProvidedByUsedInFinancingActivities,-3476000000.0,-2776000000.0,15643000000.0,1990000000.0,3016000000.0,4626000000.0,-1104000000.0,6291000000.0
AMAZON COM INC,CF,NetCashProvidedByUsedInInvestingActivities,-8666000000.0,-14828000000.0,-22080000000.0,906000000.0,-15608000000.0,-12078000000.0,-59611000000.0,-58154000000.0
AMAZON COM INC,CF,PaymentsToAcquireProductiveAssets,12082000000.0,15748000000.0,14288000000.0,14951000000.0,16378000000.0,15724000000.0,40140000000.0,61053000000.0
AMAZON COM INC,CF,OtherOperatingActivitiesCashFlowStatement,30000000.0,24000000.0,18000000.0,215000000.0,123000000.0,122000000.0,-71000000.0,137000000.0
AMAZON COM INC,CF,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-8222000000.0,-10490000000.0,6512000000.0,122000000.0,-2522000000.0,1101000000.0,5967000000.0,-5900000000.0
AMAZON COM INC,CF,RepaymentsOfLongTermFinancingObligations,67000000.0,20000000.0,28000000.0,79000000.0,48000000.0,59000000.0,53000000.0,162000000.0
AMAZON COM INC,CF,ProceedsFromSaleAndMaturityOfMarketableSecurities,17826000000.0,15808000000.0,13213000000.0,22753000000.0,557000000.0,2608000000.0,50237000000.0,59384000000.0
AMAZON COM INC,IS,GeneralAndAdministrativeExpense,1987000000.0,2153000000.0,2158000000.0,2594000000.0,3061000000.0,2903000000.0,6668000000.0,8823000000.0
AMAZON COM INC,IS,IncomeTaxExpenseBenefit,2156000000.0,4179000000.0,868000000.0,-1422000000.0,-1990000000.0,-2059000000.0,2863000000.0,4791000000.0
AMAZON COM INC,IS,CostOfGoodsAndServicesSold,62403000000.0,62930000000.0,64176000000.0,66499000000.0,70268000000.0,66424000000.0,233307000000.0,272344000000.0
AMAZON COM INC,IS,IncomeLossFromEquityMethodInvestments,-5000000.0,-4000000.0,12000000.0,-1000000.0,-3000000.0,-12000000.0,16000000.0,4000000.0
AMAZON COM INC,IS,NonoperatingIncomeExpense,1403000000.0,1798000000.0,2335000000.0,-8934000000.0,-14485000000.0,-5970000000.0,1279000000.0,13272000000.0
AMAZON COM INC,IS,WeightedAverageNumberOfSharesOutstandingBasic,504000000.0,507000000.0,505000000.0,509000000.0,10178000000.0,10173000000.0,502000000.0,506000000.0
AMAZON COM INC,IS,TechnologyAndContentExpense,12488000000.0,14380000000.0,13871000000.0,14842000000.0,19485000000.0,18072000000.0,42740000000.0,56052000000.0
AMAZON COM INC,IS,WeightedAverageNumberOfDilutedSharesOutstanding,513000000.0,515000000.0,514000000.0,509000000.0,10178000000.0,10175000000.0,510000000.0,515000000.0
AMAZON COM INC,IS,EarningsPerShareDiluted,15.79,6.12,15.12,-7.56,0.28,-0.2,14.09,64.81
AMAZON COM INC,IS,CostsAndExpenses,99653000000.0,105960000000.0,105378000000.0,112775000000.0,124576000000.0,117917000000.0,363165000000.0,444943000000.0
AMAZON COM INC,IS,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,10268000000.0,4315000000.0,8634000000.0,-5265000000.0,2944000000.0,-2653000000.0,24178000000.0,38151000000.0
AMAZON COM INC,IS,NetIncomeLoss,26903000000.0,3156000000.0,15885000000.0,-3844000000.0,2872000000.0,11607000000.0,7222000000.0,33364000000.0
AMAZON COM INC,IS,EarningsPerShareBasic,16.09,6.23,15.4,-7.56,0.28,-0.2,42.64,65.96
AMAZON COM INC,IS,OperatingIncomeLoss,8865000000.0,21419000000.0,16567000000.0,3669000000.0,9511000000.0,6986000000.0,22899000000.0,24879000000.0
AMAZON COM INC,IS,InvestmentIncomeInterest,105000000.0,119000000.0,106000000.0,108000000.0,277000000.0,159000000.0,555000000.0,448000000.0
AMAZON COM INC,IS,RevenueFromContractWithCustomerExcludingAssessedTax,108518000000.0,332410000000.0,221598000000.0,116444000000.0,127101000000.0,237678000000.0,386064000000.0,469822000000.0
AMAZON COM INC,IS,OtherNonoperatingIncomeExpense,1697000000.0,-163000000.0,1261000000.0,-8570000000.0,759000000.0,-5545000000.0,2371000000.0,14633000000.0
AMAZON COM INC,IS,OtherOperatingIncomeExpenseNet,-38000000.0,11000000.0,-11000000.0,-249000000.0,-165000000.0,-90000000.0,75000000.0,-62000000.0
AMAZON COM INC,IS,MarketingExpense,6207000000.0,8010000000.0,7524000000.0,8320000000.0,11014000000.0,10086000000.0,22008000000.0,32551000000.0
AMAZON COM INC,IS,InterestExpense,399000000.0,493000000.0,435000000.0,472000000.0,617000000.0,584000000.0,1647000000.0,1809000000.0
AMAZON COM INC,IS,FulfillmentExpense,16530000000.0,18498000000.0,17638000000.0,20271000000.0,20583000000.0,20342000000.0,58517000000.0,75111000000.0
AMAZON COM INC,CI,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-374000000.0,-537000000.0,159000000.0,-333000000.0,-2142000000.0,-2186000000.0,561000000.0,-819000000.0
AMAZON COM INC,CI,OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,13000000.0,-39000000.0,17000000.0,16000000.0,-76000000.0,-76000000.0,-36000000.0,47000000.0
AMAZON COM INC,CI,OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,-4000000.0,-5000000.0,-4000000.0,0.0,0.0,0.0,-8000000.0,-13000000.0
AMAZON COM INC,CI,NetIncomeLoss,26903000000.0,3156000000.0,15885000000.0,-3844000000.0,2872000000.0,11607000000.0,7222000000.0,33364000000.0
